Agency,Descriptor,Resolved Type,Duration Type,Community Board,Cluster Labels
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Other,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Traffic,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Safety,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Traffic,no_violation,"(63.33, 2677.65]",10 MANHATTAN,7
NYPD,Traffic,no_violation,"(63.33, 2677.65]",10 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Other,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",04 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",07 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",07 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Safety,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,House,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",01 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Other,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Traffic,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Traffic,fixed,"(63.33, 2677.65]",08 BRONX,7
NYPD,Traffic,info_needed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",08 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",08 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",04 MANHATTAN,8
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",08 MANHATTAN,7
NYPD,Energy,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",04 MANHATTAN,10
NYPD,Safety,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Energy,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",08 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",01 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Safety,fixed,"(0.069, 26.55]",02 MANHATTAN,10
NYPD,Traffic,info_needed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",02 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Traffic,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",10 MANHATTAN,8
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",04 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",02 MANHATTAN,7
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",02 MANHATTAN,1
NYPD,Noise,info_needed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",10 MANHATTAN,3
NYPD,Noise,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",12 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,info_needed,"(63.33, 2677.65]",09 MANHATTAN,7
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",11 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,info_needed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",12 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Traffic,info_needed,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",08 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Noise,fixed,"(63.33, 2677.65]",08 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",08 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Noise,no_violation,"(0.069, 26.55]",09 MANHATTAN,6
DOT,Noise,no_violation,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,info_needed,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Traffic,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,info_needed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Noise,no_violation,"(26.55, 63.33]",11 MANHATTAN,2
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,fixed,"(0.069, 26.55]",11 MANHATTAN,10
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(26.55, 63.33]",07 MANHATTAN,2
NYPD,Noise,fixed,"(0.069, 26.55]",12 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",09 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",03 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",09 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",04 MANHATTAN,3
NYPD,Noise,no_violation,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",07 MANHATTAN,8
NYPD,Noise,info_needed,"(0.069, 26.55]",09 MANHATTAN,6
NYPD,Safety,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Noise,info_needed,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Noise,info_needed,"(26.55, 63.33]",03 MANHATTAN,1
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",06 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",05 MANHATTAN,8
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",06 MANHATTAN,6
NYPD,Noise,info_needed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Noise,no_violation,"(63.33, 2677.65]",03 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Noise,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,no_violation,"(0.069, 26.55]",07 MANHATTAN,6
NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Noise,fixed,"(0.069, 26.55]",05 MANHATTAN,10
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Traffic,info_needed,"(26.55, 63.33]",09 MANHATTAN,8
DOT,Commercial,fixed,"(63.33, 2677.65]",01 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",09 MANHATTAN,10
DOT,Commercial,fixed,"(63.33, 2677.65]",06 MANHATTAN,1
DOT,Commercial,fixed,"(63.33, 2677.65]",11 MANHATTAN,1
NYPD,Noise,fixed,"(26.55, 63.33]",11 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,8
NYPD,Traffic,info_needed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Noise,no_violation,"(0.069, 26.55]",10 MANHATTAN,6
DOT,Traffic,no_violation,"(63.33, 2677.65]",06 MANHATTAN,7
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,fixed,"(26.55, 63.33]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
DSNY,Other,no_violation,"(63.33, 2677.65]",09 MANHATTAN,3
TLC,Personal Issue,followup,"(63.33, 2677.65]",05 MANHATTAN,3
TLC,Other,followup,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Noise,no_violation,"(26.55, 63.33]",09 MANHATTAN,2
NYPD,Other,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Traffic,no_violation,"(26.55, 63.33]",03 MANHATTAN,8
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
DOHMH,Animals,duplicated_report,"(63.33, 2677.65]",11 MANHATTAN,3
NYPD,Safety,fixed,"(26.55, 63.33]",07 MANHATTAN,1
NYPD,Traffic,fixed,"(0.069, 26.55]",03 MANHATTAN,6
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(63.33, 2677.65]",12 MANHATTAN,7
NYPD,Traffic,fixed,"(26.55, 63.33]",05 MANHATTAN,1
TLC,Personal Issue,followup,"(63.33, 2677.65]",04 MANHATTAN,3
NYPD,Traffic,fixed,"(0.069, 26.55]",10 MANHATTAN,1
TLC,Commercial,followup,"(63.33, 2677.65]",08 MANHATTAN,7
DPR,Animals,no_violation,"(63.33, 2677.65]",08 MANHATTAN,7
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
DPR,Other,fixed,"(63.33, 2677.65]",06 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
TLC,Commercial,followup,"(0.069, 26.55]",02 MANHATTAN,6
DCA,Other,info_needed,"(63.33, 2677.65]",08 MANHATTAN,7
DCA,Commercial,referred,"(63.33, 2677.65]",05 MANHATTAN,3
DCA,Commercial,info_needed,"(63.33, 2677.65]",05 MANHATTAN,3
HPD,House,duplicated_report,"(63.33, 2677.65]",10 MANHATTAN,9
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,fixed,"(26.55, 63.33]",01 MANHATTAN,1
DOT,Noise,no_violation,"(63.33, 2677.65]",02 MANHATTAN,3
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
TLC,Commercial,followup,"(26.55, 63.33]",04 MANHATTAN,1
DCA,Commercial,followup,"(63.33, 2677.65]",11 MANHATTAN,3
DCA,Commercial,followup,"(63.33, 2677.65]",10 MANHATTAN,1
DCA,Commercial,referred,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,fixed,"(63.33, 2677.65]",10 MANHATTAN,1
NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,8
NYPD,Traffic,no_violation,"(26.55, 63.33]",11 MANHATTAN,8
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
TLC,Commercial,followup,"(0.069, 26.55]",08 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
DCA,Commercial,followup,"(63.33, 2677.65]",08 MANHATTAN,7
DCA,Commercial,no_violation,"(63.33, 2677.65]",05 MANHATTAN,3
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",02 MANHATTAN,6
NYPD,Traffic,no_violation,"(26.55, 63.33]",07 MANHATTAN,8
NYPD,Traffic,fixed,"(63.33, 2677.65]",07 MANHATTAN,7
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(26.55, 63.33]",12 MANHATTAN,2
NYPD,Safety,no_violation,"(0.069, 26.55]",12 MANHATTAN,2
NYPD,House,no_violation,"(26.55, 63.33]",06 MANHATTAN,2
DPR,Animals,no_violation,"(26.55, 63.33]",08 MANHATTAN,2
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
TLC,Commercial,followup,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
NYPD,Traffic,no_violation,"(0.069, 26.55]",05 MANHATTAN,6
